Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
2301,7,2,4,1,4,1,2,82,1,10,10,5,3,1,1,1,-1,1,2,3,11,-1,85,17,17,50,90,51,90,85,1,85,50,30,100,66,75,100,51,75,16
2302,2,3,-1,1,6,1,2,85,3,14,-1,5,3,1,1,1,-1,1,2,3,13,-1,100,85,30,0,85,15,85,60,50,40,60,50,85,100,85,70,50,70,60
2303,7,2,2,1,5,1,4,53,1,13,13,7,-1,1,1,1,-1,1,1,2,26,-1,40,40,40,50,85,70,60,50,85,70,70,60,70,85,50,85,50,85,50
2304,7,1,2,1,5,1,5,46,1,10,10,1,3,1,1,1,-1,1,1,1,23,-1,85,25,25,2,72,50,83,31,71,87,71,60,95,70,43,98,50,40,2
2305,3,3,1,1,3,2,1,-9,1,16,13,1,3,1,3,4,-9,2,1,2,-9,-1,15,85,60,40,50,40,30,50,70,40,50,50,50,70,15,50,60,85,70
2306,7,4,1,1,4,1,1,89,6,9,-1,5,-1,2,2,1,-1,2,-1,1,7,-1,999,50,50,70,50,60,50,60,40,40,50,50,50,50,50,70,50,70,50
2307,5,2,1,1,4,1,2,63,1,9,14,6,-1,1,1,1,-1,1,-1,3,16,-1,41,52,41,61,55,57,50,40,51,40,50,31,85,51,40,71,47,62,2
2308,7,2,-1,2,4,1,2,56,1,10,10,4,1,6,1,1,-1,1,2,2,9,-1,70,85,85,60,100,60,70,50,100,85,85,70,85,70,85,100,70,100,85
2309,7,3,1,1,99,1,2,58,1,13,13,4,2,2,1,1,-1,1,1,2,17,-1,-9,75,52,53,56,5,53,12,-9,0,53,51,86,56,0,55,52,53,100
2310,4,2,1,1,4,1,7,63,5,13,-1,6,1,2,1,1,-1,2,1,1,2,-1,40,50,50,85,100,70,50,60,50,50,50,100,50,50,15,15,50,85,100
2311,7,2,1,1,4,1,4,58,1,13,14,1,-1,1,1,1,-1,1,1,2,23,-1,30,50,50,40,70,40,40,70,50,40,50,60,60,70,30,70,50,50,50
2312,5,4,-1,1,99,2,7,26,6,10,10,1,-1,5,1,1,-1,1,1,1,7,4,17,100,64,53,72,59,49,42,99,53,51,55,31,65,52,72,87,87,84
2313,7,2,4,1,4,1,7,45,1,13,9,1,4,1,3,1,-1,1,1,2,28,-1,15,15,15,40,70,50,40,60,50,30,70,40,60,40,0,60,30,70,0
2314,6,3,-1,1,5,1,2,57,4,9,-1,1,3,1,1,1,-1,1,1,2,18,-1,100,70,60,85,85,85,85,60,30,60,85,30,100,85,0,100,0,85,0
2315,7,2,-1,2,1,2,5,45,6,13,-1,1,-1,1,1,1,-1,1,1,4,11,-1,15,99,100,60,85,0,30,60,85,30,60,88,70,86,15,70,70,85,85
2316,7,1,2,1,6,1,1,78,1,10,10,5,3,1,2,1,-1,1,-1,2,8,-1,32,31,52,0,70,42,51,80,52,87,40,54,99,51,51,100,52,16,17
2317,5,2,1,1,1,2,5,37,1,14,14,1,-1,1,1,1,-1,1,1,1,20,-1,15,100,100,70,100,15,30,70,100,30,50,100,85,100,0,85,100,100,85
2318,4,4,1,1,4,1,4,66,1,11,13,1,-1,5,3,4,2,1,1,1,9,-1,998,50,15,40,100,40,50,40,70,50,50,998,-9,998,998,998,998,50,999
2319,3,3,-1,1,99,1,4,67,1,9,9,1,-1,1,1,1,-1,1,1,3,19,-1,60,60,60,50,60,60,50,60,60,60,40,60,70,50,50,100,60,85,50
2320,7,1,2,1,6,1,7,80,1,14,14,1,3,1,1,1,-1,1,1,2,26,-1,60,50,30,40,70,85,85,60,50,15,70,40,85,70,60,100,50,85,40
2321,6,3,1,1,99,2,5,58,1,10,9,7,2,1,1,1,-1,1,2,1,22,-1,70,70,85,85,85,85,70,85,70,85,85,70,100,85,85,85,85,85,70
2322,6,3,-1,1,6,1,5,32,1,13,13,1,-1,1,1,1,-1,1,1,2,21,-1,40,0,0,40,100,50,70,50,50,0,60,30,100,50,50,100,50,85,0
2323,7,1,1,1,2,2,7,64,1,10,13,1,3,1,1,1,-1,1,1,2,21,-1,30,50,70,60,70,40,50,60,60,0,50,50,85,70,15,85,50,70,40
2324,7,1,-1,1,7,1,5,88,1,14,9,5,2,1,1,1,-1,2,2,3,14,-1,100,50,0,50,90,80,90,50,0,15,75,12,100,100,50,95,0,60,0
2325,7,1,1,1,2,2,4,64,5,11,-1,1,-1,6,1,1,-1,1,1,4,24,-1,40,85,100,85,85,15,0,85,100,0,50,70,85,85,0,40,85,100,100
2326,7,3,-1,1,6,2,2,-9,1,9,9,5,3,1,1,1,-1,1,1,3,-9,-1,60,40,0,50,50,40,85,60,15,40,50,15,70,85,60,100,15,70,0
2327,7,1,4,1,6,2,4,49,6,13,-1,1,3,1,1,1,-1,1,1,1,9,-1,70,50,15,50,85,40,60,40,70,15,50,60,85,85,85,85,40,100,0
2328,7,3,1,1,5,1,4,71,1,9,10,5,3,6,2,1,-1,1,-1,2,19,-1,40,40,50,50,70,40,50,60,85,50,40,60,100,70,50,100,50,70,60
2329,7,2,-1,1,6,1,2,69,1,14,12,5,3,1,1,1,-1,1,2,2,22,-1,70,998,60,60,85,50,70,70,15,60,70,60,100,70,60,85,15,85,40
2330,7,2,-1,1,99,1,4,72,3,3,-1,5,-1,5,3,4,3,2,-1,3,-9,-1,40,50,15,60,70,50,60,50,40,70,0,0,60,999,999,30,40,70,0
2331,7,1,5,1,7,1,4,77,1,9,10,5,-1,1,1,1,-1,1,1,2,25,-1,100,50,40,50,60,70,85,70,85,40,50,85,100,100,85,85,85,70,0
2332,7,1,2,1,6,1,7,49,1,16,13,1,3,1,1,1,-1,1,1,2,23,-1,85,50,5,40,60,75,90,60,40,55,50,60,95,70,60,90,40,60,0
2333,2,4,1,1,4,2,4,28,1,15,15,1,-1,3,3,4,3,1,1,1,26,-1,60,50,50,50,70,60,60,70,60,70,60,70,60,60,50,60,60,100,40
2334,7,2,-1,1,5,1,7,60,1,14,14,1,-1,1,1,1,-1,1,1,2,19,-1,0,70,70,40,85,60,30,85,98,30,60,70,61,100,0,30,98,100,70
2335,7,3,-1,1,3,2,8,25,6,13,-1,1,2,1,1,1,-1,1,1,4,9,-1,15,60,40,60,70,15,30,60,100,15,40,70,15,50,0,85,85,100,15
2336,3,3,4,1,6,1,4,43,1,13,14,1,3,1,1,1,-1,1,1,1,26,-1,50,55,40,30,95,50,70,65,60,0,50,45,95,90,80,75,40,100,10
2337,7,1,1,1,1,1,7,59,1,14,14,1,3,1,1,1,-1,1,1,1,11,-1,0,100,100,90,75,1,1,50,100,15,40,97,30,50,0,90,100,95,100
2338,5,4,4,1,99,1,2,79,4,6,-1,5,3,1,1,1,-1,2,2,3,11,-1,40,40,50,15,70,85,40,30,50,15,15,0,60,15,15,50,30,60,40
2339,7,2,4,1,4,1,5,59,4,8,-1,1,2,6,1,1,-1,1,1,1,2,-1,60,60,60,70,85,100,60,60,85,30,60,50,85,100,50,85,70,70,85
2340,7,1,1,1,2,1,6,58,2,14,14,1,-1,1,1,1,-1,1,1,2,27,-1,50,60,60,60,50,50,50,50,60,30,50,60,60,70,15,60,60,70,60
2341,7,2,5,1,4,1,5,41,1,11,9,1,-1,2,1,1,-1,1,1,2,15,-1,100,85,100,100,100,30,40,50,85,40,50,85,100,100,40,100,85,100,85
2342,7,3,4,1,3,2,4,37,1,13,9,1,-1,1,1,1,-1,1,1,1,22,-1,40,70,48,85,70,40,61,70,85,70,72,70,71,85,50,100,52,85,1
2343,4,3,1,1,99,2,8,41,1,9,9,1,-1,5,3,4,4,1,1,1,22,-1,50,50,50,50,100,60,50,50,50,50,15,50,85,50,50,85,50,100,100
2344,7,1,-1,1,4,1,4,77,1,10,8,5,-1,1,2,1,-1,1,1,2,14,-1,50,50,50,60,85,40,50,70,60,70,50,50,85,85,85,85,30,-9,40
2345,7,2,2,1,5,2,8,29,1,13,10,1,3,1,1,1,-1,1,1,2,23,-1,50,55,5,40,50,80,80,80,50,40,50,50,50,30,60,100,30,100,0
2346,7,2,4,1,99,1,4,76,3,10,-1,5,-1,1,1,1,-1,2,-1,1,15,-1,50,50,50,50,50,85,50,85,50,85,85,50,70,70,60,70,60,85,70
2347,7,3,2,1,6,1,4,52,1,13,13,1,3,1,1,1,-1,1,1,2,25,-1,30,30,15,30,50,85,85,70,50,70,50,30,85,50,50,70,40,50,50
2348,5,2,2,1,6,1,5,39,1,13,13,1,3,1,1,1,-1,1,1,2,23,-1,80,10,25,10,60,70,80,75,40,25,80,40,60,60,40,85,50,55,5
2349,5,3,1,1,3,1,2,48,1,10,8,1,3,1,1,1,-1,1,1,3,20,-1,60,50,50,29,82,59,49,61,16,61,68,51,100,70,47,85,16,60,51
2350,7,2,-1,1,5,2,7,60,4,15,-1,5,3,1,1,1,-1,1,1,2,22,-1,0,70,30,60,50,40,70,85,85,30,50,70,85,100,40,100,85,85,0
2351,7,1,4,1,6,2,8,-9,1,9,9,5,-1,1,1,1,-1,1,2,3,15,-1,50,50,0,50,-9,60,100,50,-9,0,70,0,50,30,60,85,50,85,0
2352,7,2,-1,1,2,2,8,51,1,15,16,1,3,1,1,1,-1,1,2,2,27,-1,20,85,85,50,85,60,30,70,80,30,60,70,60,85,10,90,75,100,70
2353,7,1,-1,1,99,2,2,54,1,13,9,5,2,2,1,1,-1,1,1,1,19,-1,31,61,16,85,70,16,41,16,61,0,31,17,16,31,0,16,16,85,60
2354,7,3,1,1,3,2,8,63,1,10,14,5,-1,1,1,1,-1,1,1,2,21,-1,51,84,73,54,70,70,68,73,57,45,71,57,74,84,48,85,57,85,77
2355,7,2,-1,1,6,1,5,68,1,13,10,5,3,1,1,1,-1,1,1,2,17,-1,50,60,60,15,85,70,85,60,50,60,70,50,100,85,60,85,50,85,70
2356,7,1,-1,1,5,1,1,30,6,14,-1,1,3,1,1,1,-1,1,1,2,22,-1,70,15,30,15,50,85,70,70,50,60,50,100,100,100,60,85,50,50,0
2357,5,2,1,1,99,2,8,49,4,14,-1,1,3,5,1,1,-1,1,1,2,-9,-1,-9,50,60,40,60,30,40,40,50,40,60,60,60,50,-9,60,50,60,60
2358,3,4,4,1,5,2,4,39,1,14,13,1,4,1,2,4,2,1,1,2,28,-1,23,45,29,30,68,65,65,62,98,31,51,47,80,80,39,70,99,70,26
2359,2,4,1,1,2,2,8,27,2,13,10,1,3,1,3,4,3,1,1,4,22,-1,30,60,70,85,50,50,30,40,60,50,50,50,50,50,50,50,60,85,30
2360,7,3,-1,1,4,1,8,71,3,10,-1,5,3,1,1,1,-1,1,-1,3,12,-1,50,100,70,70,100,60,40,70,100,15,85,100,100,100,70,60,100,100,100
2361,7,2,-1,1,4,2,5,72,1,10,10,5,-1,1,1,1,-1,1,2,3,1,-1,60,50,50,70,60,85,60,70,50,60,60,50,70,60,30,85,50,70,60
2362,3,4,-1,1,2,1,1,22,6,10,-1,1,3,1,1,1,-1,1,1,1,27,-1,84,90,95,71,95,61,65,96,100,92,60,98,100,100,79,86,100,95,93
2363,4,2,4,1,3,2,8,31,6,13,13,1,2,2,2,1,-1,1,1,2,24,-1,0,40,40,30,60,40,15,30,50,0,40,50,50,50,0,15,50,60,70
2364,7,3,-1,2,3,2,5,24,6,9,-1,1,2,1,2,1,-1,1,-1,1,6,-1,50,70,60,50,70,60,40,50,70,50,70,85,60,70,50,70,60,85,85
2365,7,3,-1,1,4,1,2,68,1,11,10,5,3,1,1,1,-1,1,1,3,22,-1,84,60,51,99,70,50,60,50,71,50,50,39,99,61,50,84,50,85,31
2366,7,1,-1,1,99,2,8,60,4,13,-1,6,2,1,1,1,-1,1,1,1,2,-1,0,50,0,0,50,0,0,0,50,0,50,0,0,50,50,50,50,50,0
2367,6,1,2,1,4,1,1,32,1,10,10,1,2,1,1,1,-1,1,1,2,24,-1,86,4,3,98,64,66,69,63,8,71,62,16,82,69,60,100,2,65,1
2368,7,2,-1,1,5,1,2,39,1,10,8,1,-1,1,1,1,-1,1,1,1,11,-1,69,70,2,0,70,50,98,72,30,60,50,50,97,60,50,85,33,72,50
2369,7,1,2,1,6,1,4,74,1,15,13,5,3,1,1,1,-1,1,1,2,27,-1,50,50,1,16,85,60,90,35,75,20,70,0,100,80,75,85,50,85,0
2370,3,3,-1,1,3,2,8,24,6,13,-1,1,-1,1,1,1,-1,1,1,1,9,-1,30,60,70,50,70,30,60,85,100,40,40,85,70,100,30,85,85,100,70
2371,5,2,-1,1,6,1,5,52,4,11,-1,1,2,2,1,1,-1,1,1,2,3,-1,61,17,41,42,84,41,30,62,3,86,71,2,100,85,70,85,15,69,51
2372,7,3,-1,1,2,1,6,45,1,13,15,7,2,1,3,4,2,1,1,2,22,-1,0,60,70,70,85,0,15,85,100,60,30,15,85,100,15,40,100,85,40
2373,7,2,-1,1,5,2,8,24,6,10,-1,1,3,5,1,1,-1,1,1,4,1,-1,40,85,70,50,100,40,85,85,100,70,85,100,70,100,50,85,100,100,85
2374,7,1,4,1,2,1,4,43,6,13,13,1,3,1,1,1,-1,1,1,1,26,-1,70,100,85,70,100,40,60,100,100,30,85,85,100,100,40,100,100,100,70
2375,7,4,-1,1,5,1,1,24,6,13,-1,1,-1,1,1,1,-1,1,1,1,13,-1,50,50,30,40,50,85,85,50,50,50,50,50,50,50,50,70,50,70,50
2376,5,4,4,1,5,1,1,53,4,9,-1,1,-1,1,1,1,-1,1,1,2,17,-1,70,85,60,40,60,40,40,60,85,55,50,45,85,85,60,100,60,85,30
2377,2,4,2,1,5,1,2,19,6,10,-1,4,3,1,1,1,-1,1,1,2,24,-1,-9,60,60,-9,50,25,-9,40,100,-9,60,60,86,50,-9,70,70,85,100
2378,7,2,1,1,4,2,8,44,1,15,13,1,4,1,3,-9,-1,1,1,2,28,-1,16,96,70,55,60,31,64,65,98,10,61,84,66,86,28,53,86,93,40
2379,7,1,-1,1,2,1,2,65,4,10,-1,5,-1,2,1,1,-1,1,1,3,10,-1,40,53,86,100,66,53,51,54,54,31,51,55,97,72,41,99,51,54,53
2380,7,3,-1,1,5,1,4,32,1,10,14,1,-1,1,1,1,-1,1,1,2,25,-1,50,50,40,50,60,50,60,50,50,50,50,50,50,50,50,50,50,60,40
2381,7,3,1,1,4,1,4,66,1,10,14,5,3,1,1,1,-1,1,1,3,24,-1,50,50,60,50,60,60,60,60,85,40,60,60,85,70,40,70,50,85,50
2382,5,2,1,1,2,2,8,21,6,11,-1,1,-1,5,3,1,-1,1,1,1,5,-1,50,100,85,100,100,30,0,50,100,50,50,100,50,100,50,30,100,100,100
2383,7,2,-1,1,3,2,8,45,4,13,-1,1,2,1,1,1,-1,1,1,1,15,-1,0,70,85,70,70,5,0,10,70,2,40,70,71,70,6,70,100,85,70
2384,7,3,-1,1,2,1,2,68,3,14,-1,5,3,2,1,1,-1,1,1,2,18,-1,50,60,70,50,85,15,60,85,0,60,50,50,70,50,0,85,0,100,60
2385,7,1,4,2,2,2,8,29,6,9,-1,4,1,1,1,1,-1,1,1,1,23,-1,0,85,100,100,100,0,60,0,100,0,40,100,15,100,0,40,100,100,100
2386,7,1,1,1,1,2,6,73,1,14,14,5,-1,1,1,1,-1,1,1,3,26,-1,30,85,85,85,86,50,17,50,85,30,50,85,85,85,10,40,85,85,85
2387,7,2,-1,1,99,2,2,80,3,11,-1,7,1,1,1,1,-1,1,2,1,6,-1,50,50,50,40,85,40,50,40,30,40,50,60,100,60,50,85,59,50,85
2388,7,1,-1,2,99,1,2,53,1,9,9,7,-1,1,1,1,-1,1,1,3,-9,-1,60,70,60,40,85,40,60,70,50,40,60,60,100,100,60,85,0,85,15
2389,7,2,1,1,2,2,5,48,6,14,-1,1,3,1,1,1,-1,1,1,2,26,-1,0,95,95,50,70,45,5,45,90,0,45,65,50,90,0,60,85,95,85
2390,7,3,2,1,7,1,2,62,6,9,-1,1,-1,1,1,1,-1,2,-1,3,5,-1,85,0,0,30,100,60,100,70,0,70,100,30,100,85,100,100,0,70,0
2391,7,3,4,1,4,2,1,76,1,10,9,4,2,1,1,1,-1,1,2,2,17,-1,50,50,85,50,100,85,85,100,100,100,85,50,50,50,70,100,100,100,85
2392,4,3,1,1,2,1,1,36,4,13,-1,1,2,1,1,1,-1,1,1,1,13,-1,2,50,69,70,60,22,37,50,91,51,-9,48,70,51,-9,85,99,51,71
2393,7,1,2,1,3,2,8,42,4,10,-1,1,-1,1,1,1,-1,1,1,1,24,-1,40,70,60,70,100,30,60,85,100,50,60,100,85,100,70,100,100,85,70
2394,5,3,1,1,4,1,4,36,6,9,9,1,-1,1,1,1,-1,1,1,1,10,-1,0,60,60,100,100,50,50,70,100,40,50,100,100,100,50,70,100,100,40
2395,6,3,4,1,4,2,8,31,1,13,13,1,-1,6,2,4,2,1,1,2,15,-1,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,40
2396,7,3,-1,2,4,1,4,39,4,13,-1,4,2,1,1,1,-1,1,1,3,14,-1,50,70,52,51,63,31,39,85,87,81,49,51,90,53,38,84,88,87,18
2397,5,3,2,1,6,1,7,71,1,13,13,5,-1,1,1,1,-1,1,-1,3,-9,-1,100,0,0,0,85,85,100,50,0,50,70,50,100,100,0,100,0,100,50
2398,7,5,-1,1,5,1,2,59,6,8,-8,6,3,2,1,1,-1,2,-1,1,8,1,70,40,70,50,100,70,60,85,30,50,50,60,85,40,5,85,60,100,100
2399,7,2,-1,1,2,2,8,32,1,13,13,1,3,1,1,1,-1,1,1,2,19,-1,20,100,100,80,50,40,10,50,100,0,50,50,40,50,0,80,100,100,100
2400,7,1,1,1,3,2,4,30,1,14,14,1,3,1,1,1,-1,1,1,2,26,-1,15,100,85,50,100,40,30,70,100,30,50,100,50,100,0,85,100,100,100
2401,7,1,1,1,4,2,5,75,3,9,-1,5,-1,1,1,1,-1,2,2,3,11,-1,90,1,0,40,50,50,66,50,0,50,50,45,100,50,80,90,1,50,0
2402,7,1,5,1,7,1,4,73,-9,13,-1,1,3,1,1,1,-1,1,2,2,22,-1,70,2,1,69,86,86,97,61,2,17,85,15,98,98,99,98,2,99,3
2403,2,4,4,1,99,2,8,32,1,12,9,1,3,1,1,1,-1,1,1,2,23,-1,1,1,1,96,51,41,70,17,51,15,74,0,51,53,2,83,0,98,0
2404,4,3,4,1,2,1,1,58,1,16,14,1,-1,1,1,1,-1,1,1,2,27,-1,79,95,92,90,93,41,75,51,91,51,51,90,72,92,16,85,90,97,95
2405,7,1,4,1,7,1,5,70,1,10,10,5,-1,1,1,1,-1,1,1,2,3,-1,70,50,50,50,50,50,90,60,50,35,50,50,50,50,65,100,50,50,0
2406,5,3,1,1,3,2,8,35,6,13,13,1,3,2,1,1,-1,1,1,2,20,-1,15,40,70,60,50,30,40,60,85,30,30,50,40,70,0,40,70,85,70
2407,5,3,-1,1,99,2,4,27,6,7,6,7,1,5,3,1,-1,1,1,1,4,1,50,85,85,85,85,70,85,70,85,60,85,85,85,85,50,85,85,85,85
2408,7,2,1,1,99,2,8,76,1,9,9,5,-1,1,1,1,-1,1,-1,3,10,-1,40,42,50,51,70,42,51,50,30,41,31,51,50,52,15,52,40,52,41
2409,4,2,1,1,3,2,5,34,4,13,-1,1,3,1,3,4,4,1,1,1,17,-1,30,51,60,70,50,41,41,70,62,55,55,51,56,57,50,70,50,85,66
2410,7,3,1,1,6,1,4,68,1,10,10,5,3,1,1,1,-1,1,1,3,14,-1,52,41,33,39,60,26,61,52,53,51,51,39,84,84,1,89,51,59,0
2411,5,3,-1,1,3,1,1,42,6,13,-1,1,-1,1,1,1,-1,1,1,1,10,-1,70,85,86,89,70,16,61,86,86,30,30,71,92,86,51,85,72,90,71
2412,7,3,-1,1,6,1,2,36,4,10,9,1,3,1,1,1,-1,1,1,2,17,-1,50,50,0,50,70,50,85,40,70,50,50,50,70,50,50,85,50,50,15
2413,7,3,2,1,99,2,4,38,1,16,13,1,4,1,1,1,-1,1,1,2,27,-1,88,95,87,54,100,73,91,81,91,62,84,83,91,88,89,100,90,99,9
2414,7,1,2,1,5,2,8,58,4,12,-1,1,3,1,2,1,-1,1,2,1,15,-1,50,15,30,40,85,70,70,70,85,50,60,50,85,85,50,100,85,85,0
2415,7,1,2,1,4,2,1,77,4,13,-1,5,3,5,1,1,-1,1,1,2,24,-1,40,70,85,70,100,30,70,100,100,70,85,100,100,40,40,100,100,100,100
2416,5,3,-1,1,4,2,8,58,1,10,10,1,2,1,1,1,-1,1,1,2,19,-1,60,51,16,17,58,43,60,73,51,50,45,40,75,50,43,69,50,77,41
2417,7,2,2,1,6,1,1,83,3,14,-1,5,3,1,1,1,-1,1,1,3,13,-1,40,60,50,40,60,50,85,60,70,40,50,50,100,70,50,100,50,85,60
2418,0,-1,4,1,2,2,4,39,5,14,-1,1,2,1,1,1,-1,2,1,2,17,-1,40,60,75,60,50,45,30,60,75,40,50,40,75,60,0,20,50,85,50
2419,7,1,1,1,99,1,5,36,6,9,-1,2,2,1,1,1,-1,1,1,2,11,-1,15,70,15,85,85,85,60,30,50,15,15,50,50,50,85,0,70,20,50
2420,7,3,-1,1,4,2,4,31,6,12,-1,1,3,1,1,1,-1,1,1,4,27,-1,51,57,50,32,84,50,49,41,83,32,84,50,52,84,31,85,83,70,12
2421,5,4,-1,1,3,2,8,47,1,13,9,1,3,1,1,1,-1,1,1,2,18,-1,40,40,70,60,50,40,30,60,70,60,30,60,50,50,50,70,40,70,50
2422,3,4,-1,1,6,1,2,51,1,10,6,1,2,1,1,1,-1,1,1,2,21,-1,85,24,0,70,85,85,91,5,15,68,85,15,90,91,90,91,5,85,0
2423,7,2,-9,1,6,1,4,59,1,13,13,1,-1,1,1,1,-1,1,2,3,17,-1,56,42,45,54,85,50,53,60,50,51,50,67,88,85,49,69,59,81,62
2424,7,1,1,1,7,1,2,53,5,6,-1,7,-1,2,1,1,-1,1,2,1,1,-1,50,0,85,100,100,85,0,100,0,85,0,70,100,30,60,85,0,100,999
2425,3,3,2,2,4,1,1,50,4,10,-1,1,2,1,1,1,-1,1,1,2,23,-1,50,60,70,85,85,85,70,85,85,85,85,70,85,85,50,85,85,85,70
2426,7,3,-1,1,2,2,8,36,1,13,9,1,-1,1,1,1,-1,1,1,2,26,-1,30,70,70,60,60,40,30,60,70,40,40,60,50,70,15,60,70,70,40
2427,7,1,2,1,6,1,4,61,5,9,-1,1,2,1,1,1,-1,1,1,2,11,-1,100,70,30,70,70,60,100,85,60,60,70,0,100,85,100,85,70,100,85
2428,3,3,4,1,3,2,4,28,1,14,13,1,3,1,1,1,-1,1,1,2,24,-1,60,70,70,85,70,50,40,70,100,50,70,100,100,100,50,100,70,100,70
2429,2,5,-1,1,99,2,4,45,1,9,10,1,-1,1,1,1,-1,2,1,3,15,-1,85,70,50,85,85,70,70,85,50,30,60,0,100,85,50,100,0,60,0
2430,4,3,-1,1,6,1,2,34,1,14,13,1,-1,1,1,1,-1,1,1,2,25,-1,100,38,2,70,65,39,91,41,61,40,82,1,98,42,61,71,40,40,15
2431,6,2,-1,1,4,2,2,86,3,10,-1,5,3,6,1,1,-1,1,1,1,15,-1,16,50,50,40,50,50,60,50,51,30,50,50,50,51,1,70,50,50,50
2432,7,2,1,1,99,2,8,34,4,9,9,7,1,1,1,1,-1,1,-1,1,2,-1,70,60,60,85,100,40,60,100,60,70,50,85,100,85,60,85,60,85,100
2433,6,3,-1,1,3,2,8,51,1,13,14,1,3,1,1,1,-1,1,1,2,26,-1,15,70,60,60,50,30,40,60,50,30,15,40,50,50,15,60,50,85,70
2434,7,3,-1,2,1,2,8,22,6,13,-1,1,2,2,1,1,-1,1,1,1,1,-1,0,100,30,100,100,0,0,15,100,0,40,100,15,100,0,30,100,30,70
2435,5,3,1,1,99,1,1,47,4,11,-1,1,2,2,1,1,-1,1,1,1,11,-1,100,70,50,85,85,50,60,30,85,40,40,70,100,50,70,60,50,100,85
2436,7,2,1,1,3,1,4,34,5,10,-1,1,1,5,3,1,-1,1,1,1,13,-1,60,70,50,50,85,999,30,70,85,30,40,85,50,85,60,50,70,85,40
2437,7,1,-1,1,6,1,1,54,4,13,-1,1,3,1,1,1,-1,1,1,3,13,-1,70,1,29,61,71,60,89,14,38,13,70,40,90,84,85,92,3,71,2
2438,7,1,4,1,99,1,1,55,1,10,13,1,3,1,1,1,-1,1,1,1,22,-1,85,40,60,40,70,40,60,60,50,15,60,40,100,85,60,85,50,70,40
2439,6,1,-1,1,2,1,2,47,1,11,10,6,2,2,1,1,-1,1,1,1,11,-1,0,100,100,100,100,85,0,40,100,0,30,100,30,100,0,15,100,100,100
2440,0,-1,1,2,5,1,2,30,6,4,-1,8,-1,6,3,4,-8,-8,1,-8,5,-1,85,100,100,85,100,100,100,100,0,100,70,-9,100,85,50,100,0,100,85
2441,7,4,-1,1,99,1,4,67,3,9,-1,1,2,1,3,4,2,2,-1,2,7,-1,0,0,0,50,40,0,0,40,50,40,50,50,50,50,0,100,50,40,0
2442,3,3,-1,1,2,1,7,71,1,14,13,5,3,1,1,1,-1,1,1,3,5,-1,40,70,60,40,85,30,40,70,70,30,50,85,85,85,0,60,70,85,70
2443,5,3,1,1,2,2,8,37,1,14,14,1,3,1,1,1,-1,1,1,2,28,-1,40,85,85,70,85,60,60,70,85,40,70,85,85,100,30,85,85,85,85
2444,3,4,2,1,2,1,2,64,4,13,-1,1,-1,1,1,1,-1,1,1,1,21,-1,85,40,40,15,50,60,70,60,15,60,50,15,85,50,50,85,15,85,50
2445,7,1,-1,1,2,2,5,62,6,9,-1,5,-1,1,1,1,-1,1,1,3,24,-1,15,85,100,85,85,0,0,30,85,0,40,70,40,70,0,85,85,100,85
2446,7,2,1,1,1,2,8,76,4,14,-1,5,3,1,1,1,-1,1,1,2,16,-1,0,100,85,85,100,40,0,70,85,15,30,60,40,70,0,70,70,100,85
2447,7,2,-1,1,99,2,8,41,6,9,9,1,2,2,1,1,-1,2,1,1,7,1,70,0,15,40,85,40,60,60,70,15,40,40,60,30,30,60,60,60,70
2448,7,1,1,1,5,1,4,53,1,13,12,1,3,6,1,1,-1,1,1,2,16,-1,40,50,85,85,50,40,30,30,50,15,50,100,85,100,70,40,50,100,100
2449,5,2,4,1,4,2,8,34,1,15,15,1,-1,1,1,1,-1,1,1,2,16,-1,0,85,70,50,70,0,30,40,85,40,70,70,40,50,50,30,60,100,15
2450,3,3,1,1,6,1,5,39,3,12,-1,1,3,2,1,1,-1,1,1,2,1,-1,65,61,50,50,71,64,41,71,33,72,60,72,99,99,-9,80,18,70,99
2451,7,3,-1,1,3,1,5,70,1,10,13,5,1,6,1,1,-1,2,-1,1,12,-1,70,85,85,70,85,72,70,70,70,70,70,60,100,85,70,70,60,85,85
2452,7,4,-1,1,99,1,5,21,6,10,-1,1,1,3,1,1,-1,2,1,1,8,1,60,50,50,60,100,50,0,70,50,70,50,50,100,50,50,100,50,0,70
2453,7,1,2,1,6,1,2,65,3,10,-1,1,2,1,1,1,-1,1,1,1,19,-1,100,15,0,15,50,15,100,15,50,15,50,0,100,100,85,100,50,50,0
2454,7,1,1,1,2,2,4,47,1,13,13,1,-1,1,1,1,-1,1,1,2,26,-1,0,100,100,100,71,0,16,71,100,0,70,85,86,100,0,85,100,100,92
2455,7,2,1,1,6,1,5,64,1,13,13,4,-1,1,1,1,-1,1,1,1,14,-1,60,60,15,60,85,50,70,40,60,30,60,60,100,85,60,100,60,85,0
2456,6,2,-1,1,5,1,1,47,1,13,13,1,3,1,1,1,-1,1,1,3,25,-1,54,31,3,37,66,65,75,70,50,67,73,40,51,60,59,71,50,92,16
