Id,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
1566,0,0,68,0,0,64,0,0,0,77,62,64,0,83,88,0,85,77,85,82,1
1567,0,75,50,30,1,90,60,100,50,60,15,85,75,100,100,90,100,50,85,1,2
1568,0,1,100,79,92,100,30,29,66,100,26,41,100,78,100,13,43,100,100,100,1
1569,0,1,89,86,85,85,16,9,60,86,8,50,85,44,86,1,66,86,92,85,1
1570,0,84,38,13,48,84,87,82,41,71,62,78,69,96,82,79,98,69,82,1,2
1571,0,50,50,50,1,100,50,50,50,1,15,50,70,85,70,50,85,1,70,60,2
1572,0,70,85,70,100,70,85,65,85,70,85,60,70,100,85,60,85,70,70,60,1
1573,0,1,100,85,85,100,1,1,60,100,1,40,85,50,85,1,85,85,100,70,1
1574,0,52,61,16,42,60,51,70,51,52,52,51,49,99,63,50,99,51,85,32,2
1575,0,15,70,70,30,85,30,40,40,78,30,50,76,94,70,30,85,70,85,50,1
1576,0,51,41,17,18,71,72,71,51,50,61,69,41,85,85,70,99,32,41,2,2
1577,0,1,100,100,100,100,50,60,70,100,1,50,100,60,100,1,60,100,100,96,1
1578,0,15,70,85,60,100,1,40,60,85,40,50,85,85,85,1,60,85,85,85,1
1579,0,50,60,30,60,40,50,15,40,70,50,30,50,100,50,30,1,70,85,70,1
1580,0,40,40,15,40,85,50,60,50,30,15,50,50,85,85,50,100,50,85,50,2
1581,0,15,70,60,60,50,50,40,60,70,15,50,85,70,85,30,40,50,85,85,1
1582,0,40,60,40,50,60,50,60,50,50,40,50,50,50,85,40,60,50,100,50,2
1583,0,85,15,50,15,100,100,85,30,50,20,100,100,100,50,85,80,50,50,15,2
1584,0,85,40,15,30,85,70,85,70,50,30,85,40,100,85,85,100,50,50,1,2
1585,0,50,41,31,30,56,16,41,40,36,30,33,23,85,21,45,59,41,53,10,1
1586,0,15,86,72,50,53,16,46,60,86,39,48,50,51,53,2,85,58,86,80,1
1587,0,50,55,50,72,86,60,0,43,49,1,52,53,100,55,51,96,49,55,47,2
1588,0,100,50,30,100,100,50,80,100,30,80,100,80,100,80,80,100,30,100,30,2
1589,0,60,40,70,85,60,70,85,60,40,40,50,50,100,85,50,60,50,60,70,2
1590,0,50,100,50,50,50,50,1,50,50,15,50,50,50,100,1,100,50,50,50,1
1591,0,1,70,85,70,85,40,16,60,100,71,50,71,50,85,1,70,71,100,100,1
1592,0,40,1,50,100,100,100,100,85,1,100,1,1,100,100,85,100,1,60,1,2
1593,0,85,50,50,80,80,85,70,85,50,85,50,60,100,60,40,85,60,60,100,1
1594,0,998,85,70,85,60,15,60,60,85,50,60,60,60,60,50,85,85,100,60,1
1595,0,51,66,69,70,71,31,60,71,71,41,51,52,50,71,1,70,56,79,70,1
1596,0,1,100,100,70,100,1,1,40,100,15,50,85,60,100,15,70,100,100,100,1
1597,0,61,84,70,72,85,81,80,86,76,87,84,71,76,78,64,95,73,86,73,2
1598,0,50,85,70,60,70,50,50,60,70,30,50,70,100,70,15,100,60,60,60,1
1599,0,30,100,70,70,100,70,70,50,100,15,70,100,70,100,1,100,100,100,70,1
1600,0,15,50,40,15,85,50,100,85,50,70,50,60,85,85,60,85,50,100,1,2
1601,0,40,100,60,50,70,1,40,50,50,999,50,60,40,60,50,50,50,50,100,1
1602,0,85,50,30,40,50,50,85,60,40,40,50,50,85,50,40,70,40,70,40,2
1603,0,65,74,31,4,66,34,92,52,86,10,63,44,90,92,70,89,64,94,2,2
1604,0,1,56,75,17,62,52,1,59,72,41,52,51,1,100,1,79,55,72,42,1
1605,0,50,70,70,60,85,50,60,70,85,30,50,85,70,85,30,85,85,100,70,1
1606,0,42,57,16,17,0,80,66,53,51,12,61,51,85,52,52,92,51,72,2,2
1607,0,41,46,73,65,75,32,74,72,86,19,18,48,61,62,42,71,80,98,44,2
1608,0,0,15,15,15,85,15,85,60,40,15,70,15,100,85,60,100,30,50,1,2
1609,0,85,70,70,60,60,60,70,70,60,60,60,70,85,60,50,85,50,70,60,1
1610,0,51,33,1,32,97,32,51,41,99,41,97,98,99,73,62,99,99,52,1,2
1611,0,70,100,70,85,70,85,85,85,50,85,50,50,85,50,70,85,50,85,100,1
1612,0,60,50,15,30,60,70,60,60,50,40,50,50,100,85,60,85,50,60,15,2
1613,0,30,70,70,60,60,40,40,40,85,40,50,70,50,85,15,40,85,85,60,1
1614,0,74,20,17,16,60,70,83,61,29,40,83,35,85,61,85,84,40,72,5,2
1615,0,60,100,90,80,100,100,75,100,100,40,100,100,100,100,80,100,100,100,90,1
1616,0,70,40,50,40,60,70,50,40,30,40,70,50,85,50,50,30,15,85,15,2
1617,0,50,50,50,50,40,50,50,50,40,50,50,50,50,50,1,50,30,60,50,1
1618,0,50,50,15,40,60,60,70,60,50,40,50,50,70,50,70,70,50,70,1,2
1619,0,1,86,84,61,72,42,1,85,70,2,1,69,30,83,1,83,84,99,71,1
1620,0,1,100,100,100,100,30,1,70,100,50,50,100,50,100,1,50,100,100,100,1
1621,1,54,82,65,52,71,31,72,63,72,25,16,66,86,81,4,87,84,77,50,1
1622,0,55,75,75,60,95,65,80,95,90,55,65,95,95,95,50,95,60,90,95,1
1623,0,0,100,90,51,100,56,71,86,70,63,71,0,88,93,17,89,0,99,100,1
1624,0,58,78,47,81,76,86,93,43,79,56,72,3,92,90,53,98,48,76,2,2
1625,0,50,50,40,100,85,42,50,31,51,30,30,1,100,100,60,100,85,100,52,2
1626,0,51,53,48,62,85,62,68,71,81,73,66,53,99,71,57,85,58,74,70,2
1627,0,1,100,50,100,100,1,1,30,100,15,1,100,60,100,1,1,100,100,100,1
1628,0,1,85,71,84,85,15,1,62,100,4,18,100,9,100,1,85,100,100,40,1
1629,0,15,85,85,70,70,70,30,70,85,50,85,70,85,85,1,70,85,100,70,1
1630,0,30,70,70,60,70,50,40,40,70,40,50,70,60,70,30,70,70,60,70,1
1631,0,30,40,40,15,50,30,50,50,70,50,50,50,70,50,50,70,50,50,30,2
1632,0,5,61,25,3,72,85,80,77,82,61,57,72,81,87,62,94,41,86,2,2
1633,0,60,55,10,40,60,55,75,55,55,70,55,55,70,60,90,98,40,90,45,2
1634,0,11,8,12,12,15,12,15,7,8,12,4,0,14,1,1,6,11,9,6,2
1635,0,85,60,50,40,85,60,70,85,50,60,85,60,100,60,50,100,50,85,70,2
1636,0,15,100,85,85,85,15,60,998,100,1,998,998,998,998,1,40,100,100,100,1
1637,0,50,50,70,100,85,40,85,60,50,40,50,50,60,50,60,40,50,70,100,1
1638,0,100,85,86,16,100,15,100,40,51,16,60,100,100,100,85,100,40,100,59,2
1639,0,50,15,30,15,50,50,60,70,50,30,50,50,50,50,60,85,50,50,15,2
1640,0,51,71,100,99,100,1,50,71,100,2,1,100,100,99,51,98,100,100,62,2
1641,0,1,100,100,85,100,16,1,70,100,17,40,100,1,85,1,71,100,100,100,1
1642,0,60,15,1,15,85,70,70,60,1,15,50,15,85,85,85,85,1,60,1,2
1643,0,50,50,40,50,50,40,50,30,50,30,50,50,50,50,50,85,15,60,15,2
1644,0,59,71,87,84,84,6,2,32,60,2,2,62,84,70,2,71,61,70,59,1
1645,0,33,72,86,85,100,16,32,70,100,1,51,85,0,86,2,71,100,99,52,1
1646,0,70,50,70,60,85,40,70,70,50,70,40,85,85,70,40,40,50,40,70,1
1647,0,70,85,85,100,100,70,50,50,85,50,85,100,0,100,1,70,85,100,100,1
1648,0,17,51,67,66,66,30,16,61,72,7,31,66,60,70,2,67,51,85,61,1
1649,0,100,1,1,50,100,70,100,51,16,40,0,100,100,100,84,100,1,60,1,2
1650,0,100,70,70,85,100,85,85,100,100,85,85,85,85,70,70,85,70,100,85,1
1651,0,30,50,60,60,85,85,60,85,60,60,60,85,85,85,15,85,60,85,15,1
1652,0,50,50,60,60,60,60,70,70,70,60,60,60,70,60,40,70,70,70,40,2
1653,0,40,60,70,50,50,50,40,50,60,40,50,50,50,60,40,70,60,85,50,1
1654,0,30,51,85,15,85,41,86,61,86,42,85,85,85,86,50,100,85,100,17,2
1655,0,2,29,54,29,63,9,12,63,77,22,35,61,41,83,1,46,65,98,9,1
1656,0,50,30,15,60,50,50,100,70,50,50,50,60,100,85,60,100,50,50,1,2
1657,0,50,100,60,70,100,60,30,85,70,50,50,85,100,100,30,100,70,85,100,1
1658,0,30,100,100,50,85,40,30,40,100,40,100,100,30,100,50,85,100,100,85,1
1659,0,50,30,40,4,50,46,22,68,50,18,65,50,50,50,12,84,50,100,30,1
1660,0,50,40,1,40,50,60,85,40,50,60,50,15,85,70,85,100,50,60,15,2
1661,0,43,46,25,50,50,65,82,61,60,13,50,35,86,74,64,94,42,51,5,2
1662,0,100,25,1,50,45,50,100,50,25,65,75,1,100,100,65,100,1,70,1,2
1663,0,85,50,70,100,100,85,100,85,100,60,100,1,100,70,100,100,100,100,100,2
1664,0,50,50,50,15,100,15,40,70,50,15,50,40,100,70,15,70,70,85,15,2
1665,0,50,40,30,30,85,60,85,60,40,15,60,50,100,60,50,100,40,50,50,2
1666,0,41,99,99,62,60,72,58,60,98,18,84,85,97,99,1,71,86,98,70,1
1667,0,30,85,60,50,85,50,60,100,85,30,50,85,85,85,30,85,85,100,40,1
1668,0,41,16,1,83,50,48,59,50,50,48,18,50,91,50,39,100,98,61,1,2
1669,0,50,50,40,30,50,50,85,50,50,41,50,40,100,50,85,100,50,85,15,2
1670,0,1,1,1,100,100,100,100,50,1,100,85,1,100,100,50,100,1,60,1,2
1671,0,1,40,100,85,60,1,1,60,100,1,15,60,30,85,1,70,70,100,70,1
1672,0,31,85,84,85,85,16,40,61,71,41,30,70,86,86,31,41,71,86,71,1
1673,0,61,58,40,42,60,41,30,65,49,30,60,41,75,51,30,60,50,70,30,1
1674,0,50,1,1,1,94,17,100,16,50,40,50,1,100,100,86,100,50,50,1,2
1675,0,70,50,85,70,100,50,85,85,85,60,50,100,100,85,40,85,85,100,100,1
1676,0,70,85,70,85,85,60,70,85,85,60,85,85,85,85,70,85,70,100,85,1
1677,0,50,30,50,15,50,40,60,60,50,60,50,40,70,50,50,70,50,60,40,2
1678,0,50,100,70,100,100,85,100,100,50,100,100,1,100,85,60,100,50,100,70,1
1679,0,40,85,70,40,60,30,30,60,70,30,40,60,70,60,30,30,60,60,85,1
1680,0,51,51,70,99,50,73,61,72,50,60,85,60,84,86,31,86,52,84,17,2
1681,0,30,100,85,70,100,85,70,100,100,15,100,100,100,100,30,85,100,100,85,1
1682,0,70,85,70,85,100,30,70,85,70,40,60,50,100,85,60,100,70,100,60,1
1683,0,1,85,85,85,85,50,30,85,100,50,50,85,85,85,1,85,85,100,85,1
1684,0,70,85,70,60,85,70,85,85,85,70,70,85,85,85,70,85,85,85,70,1
1685,0,51,51,31,41,61,70,60,61,50,52,84,16,61,71,54,86,41,52,17,2
1686,0,50,51,31,60,42,84,61,61,51,41,61,31,69,52,71,98,50,85,16,2
1687,0,1,100,94,92,85,36,1,54,100,30,61,87,65,100,1,70,95,100,85,1
1688,0,50,50,60,70,70,60,40,60,50,15,60,60,85,85,50,85,50,85,30,1
1689,4,30,75,40,35,75,40,30,85,75,10,45,75,75,75,20,65,75,90,80,1
1690,1,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,85,100,1
1691,0,1,100,97,98,100,60,8,42,100,15,70,100,85,97,1,85,100,100,90,1
1692,0,50,40,60,50,50,50,60,40,50,45,40,40,50,50,50,40,30,50,70,1
1693,0,15,60,60,60,70,60,30,40,85,30,60,70,60,70,40,60,70,85,85,1
1694,0,40,70,85,70,85,40,30,60,85,40,50,85,60,85,15,60,85,60,85,1
1695,0,75,60,10,30,75,75,75,70,90,31,75,80,75,75,86,90,90,82,40,2
1696,0,40,70,60,53,50,40,30,60,50,40,50,50,60,60,1,50,50,50,60,1
1697,0,50,40,1,50,70,60,70,40,50,15,60,40,70,60,50,85,50,70,15,2
1698,0,50,66,70,72,65,60,78,80,50,60,65,30,70,75,50,95,45,97,1,2
1699,0,60,85,85,70,85,40,60,85,85,50,70,70,85,85,50,70,70,85,85,1
1700,0,96,85,90,50,100,50,80,90,95,60,86,95,100,95,50,70,90,50,85,1
1701,0,1,85,40,40,60,50,50,50,50,50,50,85,60,70,15,70,50,100,85,1
1702,0,50,85,15,40,85,50,60,40,85,60,60,15,100,85,70,100,50,100,1,2
1703,0,85,50,50,60,85,50,60,60,40,50,50,40,100,50,50,100,40,50,50,2
1704,0,1,100,100,60,85,60,40,70,85,40,70,60,100,100,1,85,50,100,85,1
1705,0,100,100,85,100,100,100,100,100,1,100,85,50,100,100,50,100,1,100,100,1
1706,0,40,70,70,65,80,35,60,65,70,10,50,70,80,80,5,80,75,70,85,1
1707,0,31,53,83,0,59,38,58,54,83,36,63,58,72,81,0,71,79,73,41,1
1708,0,70,50,50,50,70,70,70,70,15,70,50,15,100,50,50,70,50,70,15,2
1709,0,43,69,16,16,39,61,80,58,71,68,85,69,77,87,57,95,78,80,32,2
1710,0,40,41,39,15,51,61,51,61,50,16,50,40,40,51,0,40,60,61,40,2
1711,0,31,60,81,84,68,40,16,41,85,26,70,60,59,84,9,32,60,97,47,1
1712,0,50,50,50,50,85,60,50,50,50,50,85,50,100,50,50,15,50,70,100,1
1713,0,50,54,32,65,50,62,98,58,66,67,73,43,63,54,51,73,45,50,57,1
1714,0,15,60,70,70,60,40,70,60,70,30,30,60,70,70,40,70,40,85,15,1
1715,0,100,100,100,85,100,40,50,85,100,70,70,100,100,100,1,40,100,70,100,1
1716,0,1,1,30,60,50,50,40,30,70,40,50,50,1,50,1,50,50,50,1,1
1717,0,50,85,70,85,70,15,60,30,85,30,60,85,85,85,1,85,85,60,70,1
1718,4,16,15,49,1,51,50,60,60,50,60,70,17,59,51,30,60,15,70,16,1
1719,0,70,20,20,25,90,75,95,60,35,10,85,35,95,85,85,90,25,90,1,2
1720,0,50,32,19,34,50,85,77,69,42,77,72,42,79,50,59,52,30,68,32,2
1721,0,60,40,50,40,60,60,50,85,1,1,50,40,85,50,60,100,1,85,15,2
1722,0,85,100,100,50,100,15,70,50,100,50,50,100,100,100,50,70,100,100,100,1
1723,0,50,50,30,40,70,1,50,15,85,1,50,50,85,70,50,85,85,70,60,2
1724,0,85,40,40,40,70,60,70,70,70,40,70,85,100,85,70,85,70,70,30,2
1725,0,72,92,85,51,85,51,51,70,100,38,52,85,0,100,50,69,100,100,68,1
1726,0,85,40,30,40,70,60,70,60,40,60,70,40,100,85,85,100,70,70,1,2
1727,0,40,40,16,32,50,50,77,60,51,40,50,42,92,70,50,94,50,56,17,2
1728,0,0,50,0,50,0,85,100,70,85,40,100,50,85,100,70,100,85,100,1,2
1729,0,70,30,1,70,85,85,100,70,85,50,85,50,100,100,50,100,40,85,1,2
1730,0,92,73,8,78,77,50,92,50,79,18,82,48,93,81,85,86,84,86,9,2
1731,0,50,51,50,71,61,32,50,17,51,17,4,30,100,52,52,100,51,50,42,2
1732,0,40,50,50,50,60,40,60,70,70,70,50,70,70,70,50,70,70,50,60,1
1733,0,100,70,60,50,70,60,70,60,75,50,50,50,100,50,50,50,70,70,50,2
1734,0,70,60,70,60,60,70,70,60,30,60,998,60,100,85,15,85,15,998,85,1
1735,0,60,85,95,70,100,10,100,40,60,50,30,95,100,95,15,75,60,95,85,1
1736,0,100,2,1,1,100,48,99,59,1,61,50,41,100,100,87,100,1,51,3,2
1737,0,99,50,18,7,86,98,82,58,2,17,14,1,100,51,58,99,2,91,1,2
1738,0,60,50,30,50,70,70,70,40,30,60,50,1,100,70,70,70,30,60,1,2
1739,0,60,15,15,40,50,40,85,30,70,30,60,50,100,70,85,85,30,60,15,2
1740,0,60,60,70,50,60,50,60,85,70,40,50,70,100,60,40,70,70,85,60,2
1741,0,1,1,100,100,100,4,1,1,100,19,15,83,36,100,1,100,100,83,85,1
1742,0,70,65,15,50,95,51,70,41,85,77,80,41,95,100,51,85,31,54,15,2
1743,0,50,50,50,70,100,50,50,1,70,1,1,50,85,100,0,70,40,85,50,1
1744,0,0,85,15,39,73,72,100,29,3,39,72,1,99,51,83,98,1,50,30,2
1745,0,50,40,60,50,70,50,70,60,50,40,50,50,90,70,70,100,50,85,50,2
1746,0,85,70,15,70,85,85,85,85,85,85,85,15,85,85,85,85,70,100,1,2
1747,0,70,60,85,72,60,100,40,70,85,50,60,40,100,100,50,70,40,100,70,1
1748,0,85,50,30,60,85,60,70,60,85,60,85,60,100,85,69,85,50,60,15,2
1749,0,50,50,50,70,100,70,50,50,85,50,50,70,85,85,50,100,70,85,50,1
1750,0,100,32,1,59,68,69,99,75,1,85,60,86,99,100,1,100,1,99,40,2
1751,0,50,50,50,50,50,50,50,50,50,15,50,40,50,50,50,40,50,50,50,1
1752,0,50,50,30,15,50,70,85,40,50,50,70,15,50,50,70,70,15,70,50,2
1753,0,1,40,60,1,100,60,1,70,100,40,60,40,100,100,1,70,100,70,30,1
1754,0,70,100,70,100,85,65,40,70,85,70,100,70,100,70,50,50,85,85,65,1
1755,0,40,40,40,70,100,60,60,50,50,50,85,60,100,85,60,100,50,60,15,2
1756,0,85,70,30,15,85,85,85,60,85,40,85,85,85,85,85,85,85,85,30,2
1757,0,85,84,85,41,92,38,43,41,51,58,18,80,100,100,2,83,52,86,99,1
1758,0,998,998,70,85,100,998,998,998,998,998,85,998,60,998,998,85,998,85,85,1
1759,0,30,40,30,40,0,60,60,40,70,15,50,40,70,70,50,70,70,0,15,2
1760,0,1,100,85,100,85,30,30,85,100,30,50,100,60,100,1,40,100,100,100,1
1761,0,54,47,60,50,84,57,60,41,43,7,71,3,53,85,75,98,32,85,1,1
1762,0,50,70,50,68,97,1,30,53,82,53,21,32,95,50,30,100,84,70,54,2
1763,4,50,50,50,70,100,50,50,85,50,40,50,100,100,100,50,100,50,85,50,2
1764,0,31,99,80,71,79,13,16,54,98,15,47,61,72,67,17,40,98,96,98,1
1765,0,70,85,85,60,100,40,60,40,50,30,50,70,100,85,1,70,50,85,70,1
1766,0,50,50,50,50,70,70,50,85,50,70,50,85,100,85,50,100,50,70,100,1
1767,0,60,40,50,30,40,50,40,40,1,40,60,1,60,60,50,30,1,30,1,2
1768,0,0,100,15,85,100,70,15,50,100,40,30,70,100,70,15,30,85,60,100,1
1769,0,50,40,40,60,50,50,70,40,50,40,50,40,50,50,40,85,50,70,30,2
1770,2,60,998,15,50,85,30,30,30,998,15,998,1,85,998,85,100,998,70,998,2
1771,0,14,2,11,18,50,31,71,61,70,66,73,60,70,71,32,86,70,73,9,2
1772,0,50,40,52,60,71,30,41,52,51,41,50,41,51,51,41,71,51,70,52,1
1773,0,40,15,30,70,60,60,50,70,15,70,60,30,85,70,60,100,50,85,15,2
1774,0,30,70,85,70,60,30,50,40,85,15,50,85,60,85,30,40,70,70,70,1
1775,0,85,30,85,85,85,60,70,85,100,70,50,60,100,70,60,100,100,70,40,2
1776,0,48,78,49,98,87,28,50,38,88,19,52,14,73,95,17,97,87,69,3,1
1777,0,50,50,4,55,32,31,85,51,51,31,41,41,85,51,81,88,50,90,17,2
1778,0,20,100,95,50,90,50,10,65,100,80,80,90,50,90,30,70,100,90,100,1
1779,0,51,74,68,63,71,63,61,71,78,64,58,61,57,84,70,73,83,54,76,1
1780,0,70,80,79,80,72,42,71,85,85,42,70,85,82,85,50,100,85,85,30,1
1781,0,50,70,85,100,71,41,1,1,50,1,61,30,85,85,2,61,40,100,61,1
1782,0,40,50,10,12,73,41,60,60,79,50,70,85,86,84,13,85,50,84,29,1
1783,0,50,15,15,40,50,70,85,40,40,30,85,30,70,85,50,70,50,85,1,2
1784,0,60,85,60,100,70,40,70,70,85,1,40,85,100,85,15,100,85,100,1,1
1785,0,85,70,40,85,85,85,85,100,60,85,40,70,85,70,70,85,50,100,100,2
1786,0,1,70,70,85,100,50,50,50,50,1,15,100,85,85,1,70,40,100,85,1
1787,0,70,0,7,1,83,81,68,85,14,39,59,69,100,87,85,94,17,84,1,2
1788,0,56,50,69,80,56,70,43,41,38,30,52,49,98,55,50,98,35,98,21,2
1789,0,50,50,60,100,85,1,60,15,1,1,40,1,100,85,60,70,50,50,1,2
1790,0,7,89,86,50,77,46,1,70,70,15,52,60,71,85,1,100,60,70,1,1
1791,0,60,40,30,70,100,40,40,85,100,40,85,70,85,100,70,85,70,60,15,2
1792,0,50,52,1,70,70,40,40,50,85,50,15,50,60,50,1,70,50,49,50,1
1793,0,1,99,100,50,50,50,30,50,100,1,50,50,50,50,1,85,100,50,100,1
1794,0,50,60,50,50,70,50,50,60,70,30,60,70,70,70,30,85,70,85,70,1
1795,0,85,50,30,15,85,70,70,60,70,60,70,50,85,85,70,85,50,60,15,2
1796,0,0,90,86,72,85,17,41,41,62,16,41,42,85,50,2,71,41,98,42,1
1797,0,1,75,90,40,50,60,5,70,100,70,70,85,15,50,50,75,100,100,75,1
1798,1,1,50,60,55,85,60,50,55,95,1,70,75,40,95,1,75,90,95,70,1
1799,0,85,50,50,85,70,70,50,70,50,85,50,50,85,50,70,85,50,85,70,1
1800,0,50,1,1,50,50,50,100,1,15,50,50,15,100,50,50,92,1,50,1,2
1801,0,60,85,85,85,100,0,60,70,60,40,50,100,100,100,1,100,50,100,70,1
1802,0,60,60,60,50,85,40,40,50,50,40,40,50,85,70,50,85,30,85,50,1
1803,0,0,50,50,85,50,50,50,85,70,50,50,50,50,50,50,100,60,70,30,1
1804,0,70,50,100,85,85,70,85,85,50,1,85,85,85,85,40,85,50,85,85,1
1805,0,60,15,50,15,60,50,70,60,70,15,50,70,70,70,85,85,70,70,30,2
1806,0,1,15,30,32,70,30,40,48,1,14,45,1,39,41,71,15,1,84,1,2
1807,0,60,100,60,40,85,60,60,70,85,60,60,100,100,100,40,85,100,100,85,1
1808,0,40,84,70,61,86,51,85,70,100,50,70,60,86,85,60,85,100,85,70,2
1809,0,50,85,70,85,100,70,60,70,100,70,85,100,50,100,999,60,100,100,85,1
1810,0,50,60,50,40,50,50,40,40,60,60,85,15,70,70,50,60,15,85,30,2
1811,0,70,60,50,60,60,70,50,70,70,60,70,60,85,85,50,85,70,85,30,2
1812,0,50,17,1,1,31,16,70,60,50,15,47,1,50,50,78,81,1,98,1,2
1813,0,1,100,99,100,52,62,3,63,100,4,52,100,100,99,1,88,98,100,100,1
1814,0,40,69,65,51,65,39,36,70,51,41,52,50,51,51,35,70,17,85,34,1
1815,0,32,51,52,50,60,50,52,52,97,44,19,32,32,51,51,73,96,52,3,2
1816,0,61,51,51,52,62,50,50,51,1,14,40,27,73,66,53,83,16,60,60,1
1817,0,30,100,100,85,100,70,1,60,100,15,50,85,60,100,1,85,85,100,85,1
1818,0,50,70,1,61,99,0,98,40,1,16,84,1,99,99,61,99,1,99,1,2
1819,0,17,42,2,32,31,71,88,41,50,16,17,1,85,40,5,85,51,51,1,2
1820,0,50,70,100,30,83,36,50,60,98,52,50,50,51,99,50,85,85,70,50,1
1821,0,70,50,45,50,100,50,85,70,1,60,50,50,100,70,60,60,1,60,60,2
1822,1,51,0,70,84,70,0,0,50,83,50,50,70,69,88,50,83,68,50,79,1
1823,0,1,100,100,85,100,30,30,60,100,40,50,100,85,100,1,85,100,100,100,1
1824,0,41,53,16,59,62,87,83,61,54,44,86,15,87,87,86,100,49,66,1,2
1825,0,100,100,100,100,100,100,100,60,100,50,100,100,100,100,1,100,100,100,100,1
1826,0,70,50,15,70,100,60,85,60,30,15,60,1,100,70,50,85,50,50,1,2
1827,0,50,1,1,50,65,50,70,50,1,50,50,50,100,50,50,70,50,50,1,2
1828,0,50,50,60,70,70,70,70,70,70,60,50,50,70,50,50,85,50,85,30,1
1829,0,50,51,50,85,50,40,51,51,50,30,50,51,100,50,50,100,50,84,48,2
1830,0,30,1,60,40,50,40,40,70,70,50,40,50,85,100,50,30,70,85,50,2
1831,0,40,40,30,50,40,60,60,50,1,50,40,50,70,50,50,60,1,80,1,1
1832,0,70,50,30,15,85,85,85,50,0,40,85,1,85,85,60,100,30,85,1,2
1833,0,40,50,50,60,60,40,60,50,50,50,30,50,50,50,50,60,40,70,40,1
1834,0,50,58,50,50,60,50,67,50,89,60,57,50,89,50,50,100,50,65,25,2
1835,0,30,50,50,100,60,50,50,15,85,1,50,50,30,50,1,85,100,100,100,1
1836,0,85,15,50,70,100,30,50,50,70,1,1,100,85,100,50,1,50,85,100,1
1837,0,50,50,50,60,60,60,50,60,70,40,60,60,60,60,50,85,85,60,50,1
1838,0,40,40,40,60,70,60,60,60,50,60,50,60,60,50,50,70,50,70,30,2
1839,4,2,76,85,52,52,1,15,31,40,40,3,41,15,85,53,40,85,99,16,1
1840,0,85,50,50,50,85,60,1,40,1,50,50,50,100,85,85,100,1,50,1,2
1841,0,999,50,40,50,0,50,90,50,50,50,50,20,90,50,999,50,30,40,999,1
1842,0,95,10,40,50,70,61,90,62,60,70,60,25,95,95,70,95,60,70,5,2
1843,4,40,16,60,15,50,1,45,30,70,4,41,59,58,60,2,61,51,99,30,1
1844,0,39,41,51,17,50,40,60,60,42,40,51,51,51,50,15,60,16,70,41,1
1845,0,1,98,99,86,100,45,18,60,100,52,73,98,59,100,54,72,100,100,100,1
1846,0,100,999,999,70,100,85,999,85,15,100,40,999,100,50,50,85,50,85,999,1
1847,0,70,50,50,50,85,50,50,70,50,60,61,40,85,99,41,85,50,85,40,1
1848,0,97,41,8,61,70,66,97,70,50,52,85,90,99,92,85,85,50,93,40,2
1849,0,40,70,50,60,50,60,50,85,50,40,50,50,50,50,30,85,50,70,60,1
1850,0,61,14,12,4,71,94,96,52,12,42,84,11,100,51,83,100,1,36,1,2
1851,0,50,40,50,50,50,15,50,50,70,1,30,1,85,50,50,60,50,60,1,1
1852,0,69,51,59,51,83,63,58,62,53,33,48,27,96,71,30,72,16,75,61,1
1853,0,1,60,100,100,85,1,1,100,50,50,1,85,1,100,1,50,70,100,85,1
1854,0,1,50,51,50,85,50,2,52,51,2,0,72,84,51,1,50,51,85,61,1
1855,0,70,50,60,40,50,40,50,70,50,1,40,50,85,50,15,50,50,85,60,1
1856,0,1,96,85,90,85,15,16,40,100,31,41,40,40,85,16,31,100,99,70,1
1857,0,50,1,15,50,50,50,70,50,15,15,50,50,50,50,60,90,15,50,15,2
1858,0,66,79,47,66,74,75,48,46,16,65,51,59,59,24,69,3,19,47,97,1
1859,0,70,60,70,60,70,60,60,60,50,40,60,60,85,85,70,70,50,85,50,2
1860,0,30,70,70,85,70,40,40,60,85,40,50,85,85,85,15,85,85,50,85,1
1861,0,70,50,70,70,85,70,85,85,50,70,70,60,85,60,85,100,50,100,60,2
1862,0,100,1,1,100,100,52,100,85,100,70,100,100,100,100,100,100,100,100,1,2
1863,0,24,71,61,50,70,31,40,61,50,25,50,40,40,50,2,78,50,85,70,1
1864,0,71,87,98,72,90,45,30,45,100,40,99,100,100,99,17,74,100,94,84,1
1865,0,85,60,15,1,100,85,100,40,1,30,85,15,100,70,100,85,1,100,1,2
1866,0,10,90,60,47,48,35,40,55,80,30,35,80,30,70,1,80,55,95,35,1
1867,0,40,15,30,15,70,30,60,60,60,40,30,40,100,70,30,100,40,85,1,2
1868,0,70,85,100,50,70,50,50,50,50,40,50,85,85,70,60,50,40,80,85,1
1869,0,85,50,50,60,100,50,50,60,1,70,50,1,100,50,1,100,50,70,50,2
1870,0,70,15,1,40,85,40,85,30,50,1,50,60,100,85,30,100,50,85,1,2
1871,0,1,16,51,16,61,15,30,70,1,51,70,1,100,42,1,84,1,84,18,2
1872,0,40,100,85,100,100,70,60,100,100,40,85,100,60,100,30,100,100,100,100,1
1873,0,50,15,1,40,50,30,60,15,50,15,50,30,50,50,30,15,50,50,1,2
1874,0,85,40,30,15,85,70,100,60,30,70,100,50,100,85,100,85,1,85,1,2
