Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
2433,6,3,0,1,3,2,8,51,1,13,14,1,3,1,1,1,0,1,1,2,26,0,15,70,60,60,50,30,40,60,50,30,15,40,50,50,15,60,50,85,70,1
2434,7,3,0,2,1,2,8,22,6,13,0,1,2,2,1,1,0,1,1,1,1,0,1,100,30,100,100,1,1,15,100,1,40,100,15,100,1,30,100,30,70,1
2435,5,3,1,1,99,1,1,47,4,11,0,1,2,2,1,1,0,1,1,1,11,0,100,70,50,85,85,50,60,30,85,40,40,70,100,50,70,60,50,100,85,1
2436,7,2,1,1,3,1,4,34,5,10,0,1,1,5,3,1,0,1,1,1,13,0,60,70,50,50,85,999,30,70,85,30,40,85,50,85,60,50,70,85,40,1
2437,7,1,0,1,6,1,1,54,4,13,0,1,3,1,1,1,0,1,1,3,13,0,70,1,29,61,71,60,89,14,38,13,70,40,90,84,85,92,3,71,2,1
2438,7,1,4,1,99,1,1,55,1,10,13,1,3,1,1,1,0,1,1,1,22,0,85,40,60,40,70,40,60,60,50,15,60,40,100,85,60,85,50,70,40,1
2439,6,1,0,1,2,1,2,47,1,11,10,6,2,2,1,1,0,1,1,1,11,0,1,100,100,100,100,85,1,40,100,1,30,100,30,100,1,15,100,100,100,1
2440,0,0,1,2,5,1,2,30,6,4,0,8,0,6,3,4,0,0,1,0,5,0,85,100,100,85,100,100,100,100,1,100,70,0,100,85,50,100,1,100,85,1
2441,7,4,0,1,99,1,4,67,3,9,0,1,2,1,3,4,2,2,0,2,7,0,1,1,1,50,40,1,1,40,50,40,50,50,50,50,1,100,50,40,1,1
2442,3,3,0,1,2,1,7,71,1,14,13,5,3,1,1,1,0,1,1,3,5,0,40,70,60,40,85,30,40,70,70,30,50,85,85,85,1,60,70,85,70,1
2443,5,3,1,1,2,2,8,37,1,14,14,1,3,1,1,1,0,1,1,2,28,0,40,85,85,70,85,60,60,70,85,40,70,85,85,100,30,85,85,85,85,1
2444,3,4,2,1,2,1,2,64,4,13,0,1,0,1,1,1,0,1,1,1,21,0,85,40,40,15,50,60,70,60,15,60,50,15,85,50,50,85,15,85,50,1
2445,7,1,0,1,2,2,5,62,6,9,0,5,0,1,1,1,0,1,1,3,24,0,15,85,100,85,85,1,1,30,85,1,40,70,40,70,1,85,85,100,85,1
2446,7,2,1,1,1,2,8,76,4,14,0,5,3,1,1,1,0,1,1,2,16,0,1,100,85,85,100,40,1,70,85,15,30,60,40,70,1,70,70,100,85,1
2447,7,2,0,1,99,2,8,41,6,9,9,1,2,2,1,1,0,2,1,1,7,1,70,1,15,40,85,40,60,60,70,15,40,40,60,30,30,60,60,60,70,1
2448,7,1,1,1,5,1,4,53,1,13,12,1,3,6,1,1,0,1,1,2,16,0,40,50,85,85,50,40,30,30,50,15,50,100,85,100,70,40,50,100,100,1
2449,5,2,4,1,4,2,8,34,1,15,15,1,0,1,1,1,0,1,1,2,16,0,1,85,70,50,70,1,30,40,85,40,70,70,40,50,50,30,60,100,15,1
2450,3,3,1,1,6,1,5,39,3,12,0,1,3,2,1,1,0,1,1,2,1,0,65,61,50,50,71,64,41,71,33,72,60,72,99,99,0,80,18,70,99,1
2451,7,3,0,1,3,1,5,70,1,10,13,5,1,6,1,1,0,2,0,1,12,0,70,85,85,70,85,72,70,70,70,70,70,60,100,85,70,70,60,85,85,1
2452,7,4,0,1,99,1,5,21,6,10,0,1,1,3,1,1,0,2,1,1,8,1,60,50,50,60,100,50,1,70,50,70,50,50,100,50,50,100,50,1,70,1
2453,7,1,2,1,6,1,2,65,3,10,0,1,2,1,1,1,0,1,1,1,19,0,100,15,1,15,50,15,100,15,50,15,50,1,100,100,85,100,50,50,1,1
2454,7,1,1,1,2,2,4,47,1,13,13,1,0,1,1,1,0,1,1,2,26,0,1,100,100,100,71,1,16,71,100,1,70,85,86,100,1,85,100,100,92,1
2455,7,2,1,1,6,1,5,64,1,13,13,4,0,1,1,1,0,1,1,1,14,0,60,60,15,60,85,50,70,40,60,30,60,60,100,85,60,100,60,85,1,1
2456,6,2,0,1,5,1,1,47,1,13,13,1,3,1,1,1,0,1,1,3,25,0,54,31,3,37,66,65,75,70,50,67,73,40,51,60,59,71,50,92,16,1
2457,7,2,0,1,4,1,4,67,6,13,0,5,3,5,1,1,0,1,0,3,13,0,1,50,60,60,70,40,30,70,50,30,60,50,50,50,1,70,50,70,60,1
2458,7,1,1,1,3,2,8,24,6,13,0,1,0,1,1,1,0,1,1,1,12,0,2,15,45,40,50,40,15,70,50,15,45,50,45,50,10,50,40,85,15,1
2459,7,1,0,1,5,1,5,64,1,11,12,1,2,6,1,1,0,1,1,1,21,0,59,50,40,61,100,31,41,41,51,30,41,100,100,61,30,31,70,70,85,1
2460,3,4,0,1,99,1,4,20,6,9,9,1,0,5,1,1,0,1,1,1,17,0,60,50,15,100,100,70,100,70,50,70,40,50,85,85,70,100,50,60,1,1
2461,7,4,2,1,4,2,8,55,6,9,0,1,2,1,1,1,0,1,1,2,14,0,56,49,45,54,50,42,44,78,93,46,27,50,88,73,45,90,78,33,69,1
2462,7,1,0,1,99,1,1,46,6,10,0,4,3,6,1,1,0,1,1,2,15,0,85,85,50,85,100,50,85,1,50,1,50,50,100,50,85,85,50,100,85,1
2463,7,3,0,1,99,1,1,62,1,9,9,5,2,1,1,1,0,1,0,3,19,0,85,70,60,100,85,60,50,60,70,70,50,70,100,85,50,100,1,100,85,1
2464,3,4,0,1,2,2,5,37,1,12,11,1,2,1,1,1,0,1,1,2,19,0,1,60,60,70,60,1,15,40,60,40,15,50,30,50,50,60,50,85,85,1
2465,5,4,0,1,7,1,4,37,1,14,14,7,4,1,1,1,0,1,1,2,28,0,50,15,10,25,50,75,85,65,50,30,50,50,100,85,50,85,50,50,0,1
2466,7,4,0,1,5,1,2,62,3,9,11,4,3,2,1,1,0,1,1,1,1,0,85,60,30,60,15,60,85,100,1,70,60,30,100,1,998,50,70,85,1,1
2467,5,3,0,0,99,1,2,61,4,10,0,1,3,2,1,1,0,1,1,3,2,0,49,60,51,51,60,62,48,48,91,50,49,71,83,49,51,23,95,66,100,1
2468,1,4,0,1,4,1,5,32,1,13,13,1,2,1,1,1,0,1,1,2,13,0,50,30,1,100,40,40,50,70,40,15,40,30,85,70,50,100,30,100,1,1
2469,7,2,1,1,2,2,4,26,6,13,10,1,0,5,2,1,0,1,1,1,8,0,54,100,50,84,100,55,52,43,97,50,15,96,53,95,61,82,90,80,100,1
2470,6,3,2,1,5,1,7,61,1,11,10,5,0,1,1,1,0,1,1,3,18,0,85,31,14,31,84,29,42,29,59,46,32,60,85,87,69,86,61,39,70,1
2471,7,2,1,1,2,1,1,19,6,9,0,8,1,1,1,1,0,1,1,4,11,0,31,69,87,76,72,49,42,48,80,17,53,85,50,83,22,61,80,100,49,1
2472,3,4,2,2,5,2,5,45,4,13,0,4,0,1,1,1,0,1,1,1,21,0,16,87,58,71,72,64,84,69,82,38,42,40,79,42,76,91,82,85,78,1
2473,7,3,1,2,99,1,7,26,6,11,0,8,0,3,3,4,3,1,1,4,21,0,50,50,50,50,50,50,50,50,50,60,50,85,50,50,50,70,50,85,85,1
2474,6,1,2,1,6,1,7,66,1,13,10,5,0,1,1,1,0,1,1,3,18,0,85,40,15,50,100,85,85,40,40,50,85,50,100,85,60,100,40,85,1,1
2475,7,2,1,1,2,2,8,20,6,10,0,1,3,1,1,1,0,1,1,1,9,0,1,92,86,100,85,1,43,40,100,8,17,100,53,100,11,22,95,99,89,1
2476,5,2,1,1,4,1,1,28,6,13,12,1,0,1,1,1,0,1,1,1,11,0,1,51,71,78,85,40,71,41,100,30,70,51,51,100,31,77,100,100,41,1
2477,7,1,4,1,2,1,1,67,1,14,13,5,3,1,1,1,0,1,1,2,23,0,30,85,75,70,95,30,40,90,90,40,30,90,60,95,10,70,98,90,90,1
2478,7,1,2,1,5,1,4,63,1,15,14,1,0,1,1,1,0,1,1,2,28,0,30,60,40,50,60,30,40,50,60,30,50,50,60,60,1,60,50,85,50,1
2479,7,2,2,1,6,1,2,38,1,13,13,1,2,1,1,1,0,1,1,2,18,0,49,16,16,32,0,0,69,84,62,62,0,50,70,0,70,70,0,72,0,1
2480,5,2,0,1,6,1,5,48,4,10,0,1,3,2,1,0,0,1,1,2,13,0,100,15,1,50,100,1,86,40,40,62,100,100,100,100,62,85,1,18,100,1
2481,7,1,0,1,6,1,4,72,1,15,11,5,3,1,1,1,0,1,1,2,27,0,60,15,40,15,85,85,85,70,50,30,70,60,85,85,60,0,50,70,1,1
2482,6,2,4,1,4,1,2,55,1,9,9,7,3,1,1,1,0,1,1,2,15,0,85,54,25,73,60,42,51,52,55,29,64,53,92,54,40,84,23,81,1,1
2483,7,1,4,1,3,1,4,39,1,13,13,1,3,1,1,1,0,1,1,2,21,0,70,87,83,83,98,61,17,40,84,32,99,15,59,99,39,100,70,69,39,1
2484,7,1,0,1,6,1,4,68,1,13,11,5,0,1,1,1,0,1,1,3,22,0,85,18,30,41,91,61,98,71,40,61,75,70,100,98,71,86,40,86,41,1
2485,0,0,0,1,2,2,8,37,6,14,0,1,4,1,1,1,0,1,1,2,24,0,1,100,70,40,70,30,1,50,85,15,70,70,50,85,1,40,50,50,100,1
2486,7,3,0,1,4,1,4,53,1,11,10,1,3,1,1,1,0,1,1,2,26,0,60,85,60,70,100,85,60,85,70,50,60,70,70,85,70,100,70,85,85,1
2487,7,1,2,1,7,1,5,75,1,13,13,7,4,1,1,1,0,1,1,3,21,0,100,40,29,30,61,50,86,69,50,61,51,51,100,94,61,84,52,32,1,1
2488,7,2,0,1,4,2,4,67,1,10,10,5,3,1,1,1,0,1,1,3,1,0,52,50,40,50,73,50,61,49,51,41,51,51,87,50,51,85,51,82,60,1
2489,4,4,1,1,4,1,7,28,1,14,14,1,0,1,1,1,0,1,1,2,25,0,0,70,60,50,85,50,40,70,100,15,70,70,100,85,50,85,50,85,15,1
2490,7,3,2,1,3,1,1,50,1,12,12,1,3,1,1,1,0,1,1,2,28,0,15,80,75,60,74,61,16,70,85,60,75,80,70,85,70,80,80,95,40,1
2491,7,1,0,1,99,1,2,63,1,9,4,6,1,1,1,1,0,2,1,1,1,0,70,1,1,40,85,15,50,30,1,15,30,40,85,85,30,100,40,40,1,1
2492,7,2,0,1,6,1,4,46,1,13,16,7,3,1,1,1,0,1,1,2,26,0,70,40,40,40,100,15,100,40,50,40,100,50,100,100,100,50,15,100,30,1
2493,3,4,0,1,4,1,1,53,6,11,0,4,1,1,1,1,0,1,1,1,8,0,70,70,65,80,85,55,70,65,50,65,50,50,80,50,75,75,50,85,50,1
2494,1,4,4,1,3,2,1,25,6,13,0,1,3,1,1,1,0,1,1,1,14,0,49,82,75,60,70,50,51,50,94,50,73,98,87,100,50,69,86,58,50,1
2495,6,3,2,1,6,1,5,58,1,10,10,1,2,1,1,1,0,1,1,3,11,0,93,50,2,41,79,52,77,31,7,51,65,1,99,92,78,70,5,32,1,1
2496,7,3,0,1,5,1,2,38,1,10,9,1,3,1,1,1,0,1,1,2,27,0,60,50,20,40,60,85,100,40,50,40,60,50,100,70,80,90,50,85,50,1
2497,7,2,2,1,5,2,6,40,1,14,14,1,0,1,1,1,0,1,1,1,20,0,30,85,40,50,60,85,60,60,100,50,85,30,60,100,60,85,100,100,15,1
2498,7,1,0,1,2,1,5,37,1,14,16,1,0,2,1,1,0,1,1,2,24,0,1,100,100,100,100,85,100,50,100,85,100,100,100,100,100,100,100,100,100,1
2499,7,3,4,1,4,1,2,65,4,13,0,1,2,1,1,1,0,1,1,3,17,0,1,50,51,30,69,70,65,50,50,32,41,0,51,50,17,71,0,85,50,1
2500,5,1,0,1,5,2,7,63,4,9,0,1,3,1,3,0,0,1,0,2,15,0,50,85,85,70,100,50,85,100,50,1,50,100,100,100,50,100,50,100,85,1
2501,7,3,2,1,6,1,2,61,1,10,10,1,2,1,1,1,0,1,1,2,21,0,60,30,15,40,85,70,70,40,40,60,70,15,100,70,60,85,40,70,30,1
2502,4,4,0,1,99,1,4,28,6,14,0,1,3,1,1,1,0,1,1,4,24,0,43,75,48,7,12,40,77,56,48,72,23,50,100,50,62,100,19,100,73,1
2503,5,3,0,1,4,1,1,55,1,11,9,1,2,1,1,1,0,1,1,2,21,0,50,60,60,100,50,60,60,100,50,90,70,60,60,50,80,100,50,70,1,1
2504,4,2,0,1,6,1,2,74,1,95,8,5,0,1,1,1,0,1,1,2,10,0,100,40,50,50,100,60,70,60,50,70,85,15,100,70,85,85,40,85,1,1
2505,7,1,0,1,99,1,4,60,1,13,14,1,0,1,1,1,0,1,1,3,25,0,62,87,51,71,72,52,61,62,62,60,60,61,72,62,50,70,61,87,50,1
2506,6,4,0,2,3,2,8,29,1,13,13,1,3,1,1,1,0,1,1,2,23,2,17,85,61,50,90,31,17,31,87,41,40,86,16,87,30,41,87,100,88,1
2507,4,4,0,1,6,1,4,70,1,13,10,5,0,1,1,1,0,1,2,3,9,0,50,51,30,40,85,60,70,70,50,30,60,40,100,85,50,85,50,85,50,1
2508,4,4,0,1,4,1,4,62,1,9,11,1,0,1,1,1,0,2,2,3,1,0,50,60,30,60,60,70,85,50,60,70,70,40,100,50,998,85,30,100,15,1
2509,7,4,4,1,5,2,8,48,1,14,14,1,0,3,3,4,4,1,1,2,17,0,40,50,15,30,50,40,40,50,50,30,50,30,50,50,40,60,50,100,15,1
2510,7,2,0,1,6,2,8,37,1,16,14,1,0,1,1,1,0,1,1,2,28,4,14,29,26,23,67,74,71,64,98,29,51,78,51,73,26,76,68,79,32,1
2511,6,3,0,1,4,1,5,36,1,13,13,7,3,5,1,1,0,1,1,2,21,0,40,30,60,50,85,15,60,40,40,40,50,40,100,85,70,85,40,70,30,1
2512,1,1,1,1,99,1,4,59,6,10,0,6,2,6,1,1,0,1,2,1,8,0,60,50,60,50,50,40,60,50,70,30,50,50,70,50,50,60,50,70,85,1
2513,3,3,2,1,99,2,8,66,6,13,0,4,4,6,1,1,0,2,0,1,3,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,50,1
2514,5,2,0,2,5,1,4,73,3,13,0,1,3,1,1,1,0,1,1,2,0,0,70,50,40,50,100,70,85,70,40,30,50,50,100,100,85,100,40,85,1,1
2515,7,2,0,1,4,1,6,65,1,15,13,1,3,1,2,1,0,1,1,2,0,0,50,40,50,70,60,40,50,40,60,40,60,60,60,100,1,50,60,85,40,1
2516,7,2,0,1,3,1,1,20,6,10,0,1,3,1,1,1,0,1,1,1,27,0,70,30,60,70,100,1,60,85,100,30,1,100,70,100,50,85,100,100,60,1
2517,7,2,2,1,7,1,2,59,1,9,9,7,0,1,1,1,0,1,0,2,14,0,99,1,51,37,87,24,99,87,1,52,52,1,99,99,52,94,1,74,1,1
2518,7,2,4,1,3,2,8,57,1,9,9,1,3,1,1,1,0,1,1,2,0,0,1,70,60,70,85,40,30,85,85,15,85,85,85,85,30,85,85,100,70,1
2519,5,2,0,1,4,1,8,44,1,12,11,7,2,2,1,1,0,1,1,1,18,0,17,31,66,64,62,46,39,65,62,55,60,63,50,62,31,84,64,80,100,1
2520,7,3,2,2,4,2,4,50,6,10,0,1,2,1,1,1,0,1,2,4,3,0,50,50,50,15,75,45,60,50,50,20,50,5,50,85,50,95,50,80,1,1
2521,1,2,2,1,6,1,2,58,6,10,0,1,2,1,1,1,0,1,1,1,17,0,100,40,15,60,70,60,100,60,40,40,30,15,100,100,50,85,15,40,15,1
2522,7,1,0,1,7,1,2,82,3,14,0,5,3,1,1,1,0,1,1,3,19,0,100,30,1,1,85,60,100,70,1,60,70,50,100,70,60,85,1,30,1,1
2523,5,2,2,1,99,2,4,66,5,13,0,5,4,1,1,1,0,1,1,3,23,0,50,50,50,70,100,70,60,60,1,70,85,1,70,70,50,100,1,50,1,1
2524,7,2,1,1,4,2,8,72,1,13,13,5,3,1,1,1,0,1,1,2,24,0,1,60,70,60,70,50,40,60,60,30,50,50,60,50,1,50,60,80,60,1
2525,7,1,1,1,4,1,5,50,4,14,0,1,0,2,3,4,4,1,1,2,14,0,50,95,85,70,100,40,50,60,50,40,60,80,100,70,1,60,50,80,80,1
2526,5,1,0,1,6,1,2,33,1,13,8,1,2,5,2,1,0,1,1,2,21,0,100,15,1,30,100,50,85,30,50,30,100,50,100,100,50,100,50,50,30,1
2527,6,3,4,1,4,1,5,32,1,12,13,1,0,1,1,1,0,1,1,2,23,0,100,1,50,50,70,50,50,100,60,50,50,1,100,100,70,100,1,85,15,1
2528,7,4,4,2,99,2,8,32,6,10,0,7,0,2,3,1,0,1,1,1,1,0,100,100,1,100,100,84,1,70,100,1,1,85,85,85,1,100,100,100,100,1
2529,2,3,2,1,99,1,2,35,1,9,13,1,2,5,2,1,0,1,1,2,23,0,70,50,30,60,50,40,70,60,50,60,50,50,100,50,50,100,15,50,50,1
2530,5,3,0,1,4,2,8,70,3,10,0,5,2,6,1,1,0,1,0,1,3,0,30,50,70,70,100,15,50,50,1,50,15,30,50,50,70,15,1,60,100,1
2531,7,2,1,1,2,2,6,26,6,13,9,1,3,1,1,1,0,1,1,1,12,0,35,95,90,50,100,15,40,60,100,65,50,100,50,80,1,95,100,100,95,1
2532,7,4,4,1,4,1,2,65,3,11,0,1,0,1,1,1,0,2,1,3,18,0,60,50,40,60,50,50,60,60,50,50,60,60,70,60,40,60,40,70,60,1
2533,5,3,0,1,3,1,5,29,6,13,0,1,0,0,1,1,0,1,1,1,7,0,40,75,40,60,50,60,65,50,80,65,40,30,90,80,50,90,80,85,40,1
2534,5,1,0,1,99,1,2,74,1,6,11,7,1,1,1,1,0,1,2,4,1,0,50,100,1,85,100,85,30,85,1,100,15,85,100,100,100,100,15,70,60,1
2535,1,4,5,1,3,2,4,54,4,10,0,1,0,1,3,4,2,1,1,2,12,0,30,50,60,50,50,57,38,59,50,51,50,46,40,50,59,82,50,82,49,1
2536,7,2,0,1,4,1,5,36,1,13,10,1,3,1,2,1,0,1,1,2,21,0,14,98,85,61,81,72,39,68,72,38,71,62,59,79,38,98,63,92,6,1
2537,7,1,1,1,4,1,7,75,1,10,10,5,3,1,1,1,0,1,1,3,20,0,15,100,98,52,100,40,44,100,100,18,50,99,50,100,40,85,87,100,100,1
2538,7,2,1,1,99,1,2,0,4,14,0,1,0,0,1,1,0,1,1,2,0,0,0,69,50,99,97,15,47,50,84,14,86,0,83,91,0,71,87,98,76,1
2539,7,1,4,1,6,2,5,38,1,13,15,2,4,1,1,1,0,1,1,2,28,0,60,40,15,30,70,60,85,50,60,30,85,30,60,85,70,100,40,60,15,1
2540,7,1,0,1,2,2,8,60,1,14,10,1,0,1,1,1,0,1,1,2,23,0,30,85,70,70,50,40,30,70,70,40,50,60,15,70,15,60,50,100,40,1
2541,5,1,2,1,6,1,7,46,4,10,9,1,0,1,1,1,0,1,1,1,18,0,20,1,10,30,80,80,100,85,100,80,100,80,100,100,80,100,50,80,1,1
2542,7,2,1,1,4,2,8,37,1,9,9,1,1,5,1,1,0,2,1,2,9,0,0,0,0,0,82,0,0,0,86,55,18,70,74,73,0,51,78,77,70,1
2543,7,1,1,1,3,2,8,54,1,13,13,1,3,1,1,1,0,1,1,2,28,0,1,30,42,1,70,50,31,40,60,40,50,51,50,71,1,70,71,71,16,1
2544,6,1,1,1,99,1,0,58,4,0,0,0,0,0,1,1,0,2,2,1,0,0,50,100,85,100,0,60,30,70,0,60,0,0,100,0,15,100,0,100,100,1
2545,7,2,0,1,7,1,2,50,1,11,12,1,0,1,1,1,0,1,2,3,23,0,100,50,1,70,85,70,100,30,1,30,50,1,100,85,85,85,1,30,1,1
2546,5,2,5,1,1,1,7,0,0,13,0,1,3,1,1,1,0,1,2,1,15,0,59,70,85,90,32,30,56,55,70,15,54,77,75,85,17,60,78,85,75,1
2547,4,3,0,1,5,1,1,23,6,10,0,1,0,1,1,1,0,1,1,4,6,0,50,50,50,60,50,50,50,70,50,50,50,50,85,50,0,100,50,80,50,1
2548,2,4,2,1,5,1,5,61,1,15,11,6,4,3,2,4,1,1,0,2,0,0,30,40,30,60,80,40,30,75,50,20,70,75,70,75,60,80,60,85,70,1
2549,4,2,0,1,5,1,2,65,3,9,0,1,0,1,1,1,0,1,1,1,13,0,40,40,30,40,60,30,60,40,60,40,40,40,85,60,40,70,60,60,60,1
2550,7,2,1,1,6,1,1,59,6,13,0,1,0,1,1,1,0,1,1,3,15,0,92,73,30,62,51,62,70,34,14,71,71,32,100,70,61,97,15,63,16,1
2551,7,2,1,1,2,2,8,58,1,14,14,1,0,1,1,1,0,1,1,1,16,0,30,70,70,60,70,15,40,85,85,15,50,85,30,50,15,70,50,100,70,1
2552,7,4,1,1,1,1,4,41,1,14,14,1,0,1,1,1,0,1,1,2,26,0,30,90,100,70,85,40,15,80,90,40,50,90,70,90,50,70,85,90,60,1
2553,7,1,1,1,3,2,6,60,1,16,16,1,3,1,1,1,0,1,1,2,27,0,40,70,85,70,70,40,40,70,85,40,70,40,60,100,30,70,50,85,60,1
2554,7,1,0,1,4,1,1,54,6,13,0,1,3,1,1,1,0,1,1,2,13,0,50,85,60,65,71,30,69,86,89,51,45,84,100,89,52,85,85,92,50,1
2555,5,1,1,1,99,1,5,56,1,13,10,1,0,1,1,1,0,1,1,2,23,0,70,70,60,100,85,70,70,70,60,60,85,30,100,85,85,100,70,70,1,1
2556,6,2,4,1,3,2,8,37,1,13,12,1,3,1,1,1,0,1,1,2,24,0,5,70,60,60,85,5,30,55,85,5,40,85,40,85,10,60,50,100,70,1
2557,1,4,1,1,99,1,2,72,4,13,99,4,2,2,1,1,0,2,2,3,3,0,85,50,50,70,100,85,50,85,50,70,100,50,85,85,50,85,50,85,50,1
2558,7,1,1,1,1,1,2,32,1,14,15,1,3,2,1,1,0,1,1,2,27,0,55,85,90,82,81,50,35,34,51,58,50,53,60,55,13,4,50,77,91,1
2559,7,2,2,1,6,1,4,87,1,9,10,5,3,1,1,1,0,1,0,3,15,0,50,50,60,77,85,70,75,0,85,60,90,60,100,95,50,95,87,100,10,1
2560,7,1,0,1,2,1,1,62,4,14,0,1,0,1,1,1,0,1,1,1,10,0,15,85,85,85,85,50,40,40,85,30,60,70,85,70,15,70,60,70,85,1
2561,7,1,1,2,5,1,4,61,6,13,0,1,2,1,1,1,0,1,1,1,11,0,70,71,62,76,94,75,74,61,100,57,85,87,98,100,80,85,85,86,40,1
2562,1,4,0,1,5,2,2,32,1,12,13,1,3,3,3,4,4,1,1,2,25,0,60,70,40,15,70,15,70,70,85,15,70,60,70,70,40,100,85,85,15,1
2563,3,3,0,1,3,1,4,20,6,10,0,8,0,5,2,1,0,1,1,1,27,0,70,60,60,60,70,50,40,85,50,50,50,60,60,60,50,85,50,85,50,1
2564,7,2,2,1,6,1,4,73,1,10,14,5,3,1,2,1,0,1,1,2,26,0,70,42,1,42,69,71,100,62,51,60,72,50,83,71,85,92,51,70,1,1
2565,7,3,2,1,7,2,8,72,3,13,0,1,0,1,1,1,0,2,2,3,15,0,30,50,30,50,50,30,85,70,50,70,50,50,60,85,50,85,50,50,15,1
2566,7,3,1,1,99,2,8,62,1,8,9,1,3,5,3,4,2,1,0,2,1,0,60,50,50,50,100,70,50,70,85,50,50,50,50,60,50,85,85,70,50,1
2567,3,3,2,1,5,1,1,48,1,10,12,1,3,1,1,1,0,1,1,1,20,0,85,50,1,30,60,70,60,60,30,1,60,50,10,85,50,30,30,30,30,1
2568,7,3,4,1,4,1,5,58,1,13,12,5,0,1,1,1,0,1,1,2,27,0,40,70,40,50,50,40,50,70,50,30,50,50,70,50,50,85,50,85,40,1
2569,7,4,4,1,5,2,4,46,1,9,12,1,2,1,1,1,0,1,0,2,17,0,50,50,50,50,100,50,50,50,100,50,100,100,100,100,50,100,100,100,50,1
2570,3,3,0,2,7,1,2,0,1,10,8,1,0,5,2,1,0,1,1,2,9,0,70,60,100,70,70,85,70,70,60,70,70,70,100,100,60,70,60,70,70,1
2571,7,1,1,1,2,2,8,34,1,15,15,1,0,1,1,1,0,1,1,2,25,0,1,64,79,60,60,61,5,61,100,10,61,41,29,100,4,70,71,90,61,1
2572,7,1,1,1,4,1,2,63,4,13,0,1,3,2,1,1,0,2,2,1,1,0,36,47,30,25,64,28,30,50,60,50,1,23,66,45,2,40,60,30,59,1
2573,4,2,1,1,1,2,8,23,6,12,0,1,0,1,2,1,0,1,1,1,7,0,1,100,60,60,60,1,1,14,100,10,38,100,34,100,47,10,100,97,100,1
2574,7,2,4,1,4,2,8,88,1,13,10,5,3,1,1,1,0,1,1,2,21,0,42,62,61,62,71,62,61,62,63,42,72,43,61,72,62,72,63,72,18,1
2575,6,4,1,1,99,1,1,79,1,9,4,5,3,1,1,1,0,1,2,3,9,0,100,50,60,40,100,70,50,70,15,70,70,60,100,85,85,100,16,85,85,1
2576,7,3,1,1,6,1,4,76,1,95,8,7,0,1,1,1,0,1,1,3,9,0,0,16,40,50,97,41,86,44,3,29,39,50,100,52,52,85,1,85,39,1
2577,6,2,0,1,99,1,8,61,1,9,6,6,1,1,1,1,0,1,2,3,3,0,70,50,30,60,85,60,70,85,40,70,60,50,100,100,70,85,30,85,40,1
2578,1,4,2,1,4,2,8,47,4,9,0,1,2,5,1,1,0,1,1,1,17,0,50,50,50,85,100,50,50,50,100,70,85,60,100,100,85,100,100,85,30,1
2579,2,4,0,1,99,1,5,25,2,11,7,1,2,1,1,1,0,1,1,2,21,0,50,50,50,50,50,70,50,50,15,50,50,15,85,50,50,100,15,50,15,1
2580,5,3,0,1,1,2,4,32,1,13,13,1,0,1,1,1,0,1,1,2,28,0,2,100,90,90,95,10,30,80,90,45,15,85,60,85,10,75,90,100,90,1
2581,7,1,1,1,2,1,7,70,4,14,0,1,3,1,1,1,0,1,1,2,12,0,15,85,100,70,85,30,1,40,85,40,40,85,85,85,1,60,85,85,60,1
2582,7,1,2,1,6,1,2,49,1,13,13,1,0,1,1,1,0,1,1,3,23,0,70,40,15,40,70,70,85,30,70,40,50,30,100,50,70,85,50,50,1,1
2583,7,1,2,1,6,1,4,63,4,11,9,6,3,5,1,1,0,1,0,3,13,0,70,50,50,60,100,85,70,60,70,60,70,50,100,100,50,100,70,60,70,1
2584,7,2,0,1,5,2,8,54,4,16,13,1,3,5,3,1,0,1,1,2,27,0,40,60,85,15,60,30,60,50,60,30,60,50,60,60,30,60,60,50,70,1
2585,7,1,2,1,6,1,1,78,1,10,10,5,2,1,1,1,0,1,2,2,7,0,40,1,40,1,40,40,40,60,60,60,40,60,70,50,85,60,60,50,15,1
2586,1,4,0,1,3,2,8,25,6,14,0,1,3,1,1,1,0,1,1,1,14,0,53,62,85,53,63,54,41,64,94,61,73,85,85,90,71,71,72,96,32,1
2587,5,2,2,1,5,1,5,24,6,10,0,1,2,1,1,1,0,1,1,2,15,0,50,30,30,85,70,15,85,40,50,15,40,50,100,30,30,1,50,85,50,1
2588,7,1,0,1,2,1,1,41,1,15,13,1,3,1,1,1,0,1,1,1,27,0,1,100,100,70,100,40,40,60,100,40,60,100,100,100,15,100,100,100,60,1
2589,7,2,0,1,99,1,2,50,4,13,0,1,0,2,1,1,0,1,1,1,19,0,85,30,50,70,85,70,60,60,1,60,50,1,100,85,60,70,1,70,70,1
2590,7,1,0,1,3,1,1,78,3,13,0,5,0,1,2,1,0,1,2,2,11,0,60,85,85,85,85,60,15,70,85,30,50,85,100,100,15,100,85,100,70,1
